model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,GW,horizon
KNeighborsDist,-1.7336159994535147,mean_absolute_error,6.733725309371948,9.516429662704468,6.733725309371948,9.516429662704468,1,True,2,31,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,142.86312747001648,,1.7066643238067627,2,True,8,31,5
LightGBMXT_FULL,,mean_absolute_error,,141.15646314620972,,141.15646314620972,1,True,7,31,5
KNeighborsUnif_FULL,,mean_absolute_error,,53.468183279037476,,53.468183279037476,1,True,5,31,5
KNeighborsDist_FULL,,mean_absolute_error,,25.632145643234253,,25.632145643234253,1,True,6,31,5
LightGBMXT,-1.4908407784596085,mean_absolute_error,0.14426970481872559,171.65205311775208,0.14426970481872559,171.65205311775208,1,True,3,31,6
WeightedEnsemble_L2,-1.4908407784596085,mean_absolute_error,0.18550419807434082,172.23575615882874,0.041234493255615234,0.5837030410766602,2,True,4,31,6
KNeighborsUnif,-1.7482399990677833,mean_absolute_error,9.58018159866333,15.255651235580444,9.58018159866333,15.255651235580444,1,True,1,31,6
KNeighborsDist,-1.7584035720303655,mean_absolute_error,5.7266762256622314,36.29351353645325,5.7266762256622314,36.29351353645325,1,True,2,31,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,126.9325807094574,,0.5837030410766602,2,True,8,31,6
LightGBMXT_FULL,,mean_absolute_error,,126.34887766838074,,126.34887766838074,1,True,7,31,6
KNeighborsUnif_FULL,,mean_absolute_error,,7.215707778930664,,7.215707778930664,1,True,5,31,6
KNeighborsDist_FULL,,mean_absolute_error,,4.775756359100342,,4.775756359100342,1,True,6,31,6
LightGBMXT,-1.3418653492637445,mean_absolute_error,0.22656011581420898,139.8186023235321,0.22656011581420898,139.8186023235321,1,True,3,32,1
WeightedEnsemble_L2,-1.3418653492637445,mean_absolute_error,0.22759580612182617,140.24519419670105,0.0010356903076171875,0.4265918731689453,2,True,5,32,1
LightGBM,-1.3510402091175318,mean_absolute_error,0.20369434356689453,120.70120787620544,0.20369434356689453,120.70120787620544,1,True,4,32,1
KNeighborsUnif,-1.5597600010693073,mean_absolute_error,2.189931869506836,2.622284173965454,2.189931869506836,2.622284173965454,1,True,1,32,1
KNeighborsDist,-1.5625993430787697,mean_absolute_error,8.026247262954712,9.957601070404053,8.026247262954712,9.957601070404053,1,True,2,32,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,116.4531843662262,,0.4265918731689453,2,True,10,32,1
LightGBM_FULL,,mean_absolute_error,,103.55810141563416,,103.55810141563416,1,True,9,32,1
LightGBMXT_FULL,,mean_absolute_error,,116.02659249305725,,116.02659249305725,1,True,8,32,1
KNeighborsUnif_FULL,,mean_absolute_error,,4.89289402961731,,4.89289402961731,1,True,6,32,1
KNeighborsDist_FULL,,mean_absolute_error,,8.171868801116943,,8.171868801116943,1,True,7,32,1
WeightedEnsemble_L2,-1.4304146417334676,mean_absolute_error,0.390413761138916,191.99344778060913,0.0007567405700683594,0.5715053081512451,2,True,5,32,2
LightGBM,-1.4323010071739555,mean_absolute_error,0.08802628517150879,87.88809704780579,0.08802628517150879,87.88809704780579,1,True,4,32,2
LightGBMXT,-1.4339462400451302,mean_absolute_error,0.30163073539733887,103.5338454246521,0.30163073539733887,103.5338454246521,1,True,3,32,2
KNeighborsDist,-1.7339188830211758,mean_absolute_error,10.612918615341187,15.077962875366211,10.612918615341187,15.077962875366211,1,True,2,32,2
KNeighborsUnif,-1.7374400005698205,mean_absolute_error,7.766284942626953,13.389879703521729,7.766284942626953,13.389879703521729,1,True,1,32,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,232.7664155960083,,0.5715053081512451,2,True,10,32,2
LightGBM_FULL,,mean_absolute_error,,115.89011907577515,,115.89011907577515,1,True,9,32,2
LightGBMXT_FULL,,mean_absolute_error,,116.30479121208191,,116.30479121208191,1,True,8,32,2
KNeighborsUnif_FULL,,mean_absolute_error,,2.003835439682007,,2.003835439682007,1,True,6,32,2
KNeighborsDist_FULL,,mean_absolute_error,,7.988884210586548,,7.988884210586548,1,True,7,32,2
LightGBM,-1.426099348096177,mean_absolute_error,0.22687625885009766,123.5581693649292,0.22687625885009766,123.5581693649292,1,True,4,32,3
WeightedEnsemble_L2,-1.426099348096177,mean_absolute_error,0.3636293411254883,124.91195678710938,0.13675308227539062,1.3537874221801758,2,True,5,32,3
LightGBMXT,-1.4323183808483184,mean_absolute_error,0.4257669448852539,97.3549633026123,0.4257669448852539,97.3549633026123,1,True,3,32,3
KNeighborsUnif,-1.6803200001955032,mean_absolute_error,6.2149927616119385,18.610527753829956,6.2149927616119385,18.610527753829956,1,True,1,32,3
KNeighborsDist,-1.6875545433508803,mean_absolute_error,7.941766262054443,12.284749984741211,7.941766262054443,12.284749984741211,1,True,2,32,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,111.86019444465637,,1.3537874221801758,2,True,10,32,3
LightGBM_FULL,,mean_absolute_error,,110.5064070224762,,110.5064070224762,1,True,9,32,3
LightGBMXT_FULL,,mean_absolute_error,,138.04803109169006,,138.04803109169006,1,True,8,32,3
KNeighborsUnif_FULL,,mean_absolute_error,,9.208658695220947,,9.208658695220947,1,True,6,32,3
KNeighborsDist_FULL,,mean_absolute_error,,7.419345855712891,,7.419345855712891,1,True,7,32,3
LightGBMXT,-1.4587673122461478,mean_absolute_error,0.46166086196899414,213.75080060958862,0.46166086196899414,213.75080060958862,1,True,3,32,4
WeightedEnsemble_L2,-1.4587673122461478,mean_absolute_error,0.46343016624450684,213.88980555534363,0.0017693042755126953,0.13900494575500488,2,True,4,32,4
KNeighborsUnif,-1.7356800016105176,mean_absolute_error,8.249639749526978,10.804379940032959,8.249639749526978,10.804379940032959,1,True,1,32,4
KNeighborsDist,-1.7469064064331352,mean_absolute_error,16.2458815574646,5.301134347915649,16.2458815574646,5.301134347915649,1,True,2,32,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,270.6796133518219,,0.13900494575500488,2,True,8,32,4
LightGBMXT_FULL,,mean_absolute_error,,270.5406084060669,,270.5406084060669,1,True,7,32,4
KNeighborsUnif_FULL,,mean_absolute_error,,3.6671900749206543,,3.6671900749206543,1,True,5,32,4
KNeighborsDist_FULL,,mean_absolute_error,,5.683862686157227,,5.683862686157227,1,True,6,32,4
LightGBMXT,-1.4793311695172975,mean_absolute_error,0.16848182678222656,175.86557292938232,0.16848182678222656,175.86557292938232,1,True,3,32,5
WeightedEnsemble_L2,-1.4793311695172975,mean_absolute_error,0.16917824745178223,176.4898817539215,0.0006964206695556641,0.6243088245391846,2,True,4,32,5
KNeighborsUnif,-1.7034399997532368,mean_absolute_error,25.06804084777832,21.38920569419861,25.06804084777832,21.38920569419861,1,True,1,32,5
KNeighborsDist,-1.7065517049944028,mean_absolute_error,20.014171600341797,14.559734582901001,20.014171600341797,14.559734582901001,1,True,2,32,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,103.22553324699402,,0.6243088245391846,2,True,8,32,5
LightGBMXT_FULL,,mean_absolute_error,,102.60122442245483,,102.60122442245483,1,True,7,32,5
KNeighborsUnif_FULL,,mean_absolute_error,,10.51054310798645,,10.51054310798645,1,True,5,32,5
KNeighborsDist_FULL,,mean_absolute_error,,7.0752692222595215,,7.0752692222595215,1,True,6,32,5
WeightedEnsemble_L2,-1.5355217621243995,mean_absolute_error,7.845990419387817,195.33618879318237,0.0006291866302490234,6.132599830627441,2,True,5,32,6
LightGBMXT,-1.5360195414632472,mean_absolute_error,0.23905038833618164,175.61547446250916,0.23905038833618164,175.61547446250916,1,True,3,32,6
KNeighborsUnif,-1.7533600011587143,mean_absolute_error,16.76558208465576,12.66502571105957,16.76558208465576,12.66502571105957,1,True,1,32,6
KNeighborsDist,-1.7577276591786184,mean_absolute_error,7.606310844421387,13.588114500045776,7.606310844421387,13.588114500045776,1,True,2,32,6
LightGBM,-1.8246388395309447,mean_absolute_error,0.021306991577148438,31.64733338356018,0.021306991577148438,31.64733338356018,1,True,4,32,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,154.47547435760498,,6.132599830627441,2,True,10,32,6
LightGBM_FULL,,mean_absolute_error,,15.64484691619873,,15.64484691619873,1,True,9,32,6
LightGBMXT_FULL,,mean_absolute_error,,141.8998064994812,,141.8998064994812,1,True,8,32,6
KNeighborsUnif_FULL,,mean_absolute_error,,15.098432302474976,,15.098432302474976,1,True,6,32,6
KNeighborsDist_FULL,,mean_absolute_error,,6.443068027496338,,6.443068027496338,1,True,7,32,6
LightGBMXT,-1.3296535787495785,mean_absolute_error,0.2562408447265625,90.66732215881348,0.2562408447265625,90.66732215881348,1,True,3,33,1
WeightedEnsemble_L2,-1.3296535787495785,mean_absolute_error,0.2569446563720703,91.59646439552307,0.0007038116455078125,0.9291422367095947,2,True,6,33,1
LightGBM,-1.3376805502727627,mean_absolute_error,0.2345261573791504,130.63476991653442,0.2345261573791504,130.63476991653442,1,True,4,33,1
RandomForestMSE,-1.3924680002368988,mean_absolute_error,27.280975818634033,2565.7853112220764,27.280975818634033,2565.7853112220764,1,True,5,33,1
KNeighborsUnif,-1.6016800009429455,mean_absolute_error,7.228710174560547,1.427391767501831,7.228710174560547,1.427391767501831,1,True,1,33,1
KNeighborsDist,-1.6027066146470605,mean_absolute_error,2.2995505332946777,0.7730991840362549,2.2995505332946777,0.7730991840362549,1,True,2,33,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,134.79170942306519,,0.9291422367095947,2,True,12,33,1
RandomForestMSE_FULL,,mean_absolute_error,,2375.66668510437,,2375.66668510437,1,True,11,33,1
LightGBM_FULL,,mean_absolute_error,,78.59293103218079,,78.59293103218079,1,True,10,33,1
LightGBMXT_FULL,,mean_absolute_error,,133.8625671863556,,133.8625671863556,1,True,9,33,1
KNeighborsUnif_FULL,,mean_absolute_error,,11.910669565200806,,11.910669565200806,1,True,7,33,1
KNeighborsDist_FULL,,mean_absolute_error,,10.407708406448364,,10.407708406448364,1,True,8,33,1
LightGBMXT,-1.4255686910578353,mean_absolute_error,0.15992259979248047,201.79605317115784,0.15992259979248047,201.79605317115784,1,True,3,33,2
WeightedEnsemble_L2,-1.4255686910578353,mean_absolute_error,0.16086149215698242,202.6719229221344,0.0009388923645019531,0.8758697509765625,2,True,5,33,2
LightGBM,-1.4606237857043742,mean_absolute_error,0.234147310256958,43.9473295211792,0.234147310256958,43.9473295211792,1,True,4,33,2
KNeighborsUnif,-1.7031200011849403,mean_absolute_error,5.086713552474976,7.753688812255859,5.086713552474976,7.753688812255859,1,True,1,33,2
KNeighborsDist,-1.703572261621058,mean_absolute_error,7.948303461074829,7.721060037612915,7.948303461074829,7.721060037612915,1,True,2,33,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,174.76676154136658,,0.8758697509765625,2,True,10,33,2
LightGBM_FULL,,mean_absolute_error,,70.15132999420166,,70.15132999420166,1,True,9,33,2
LightGBMXT_FULL,,mean_absolute_error,,173.89089179039001,,173.89089179039001,1,True,8,33,2
KNeighborsUnif_FULL,,mean_absolute_error,,7.698607921600342,,7.698607921600342,1,True,6,33,2
KNeighborsDist_FULL,,mean_absolute_error,,3.4750752449035645,,3.4750752449035645,1,True,7,33,2
LightGBMXT,-1.4135626530158159,mean_absolute_error,0.2982783317565918,245.78305888175964,0.2982783317565918,245.78305888175964,1,True,3,33,3
WeightedEnsemble_L2,-1.4135626530158159,mean_absolute_error,0.29891276359558105,245.89420413970947,0.0006344318389892578,0.1111452579498291,2,True,4,33,3
KNeighborsUnif,-1.675599998754263,mean_absolute_error,5.16513204574585,9.584831953048706,5.16513204574585,9.584831953048706,1,True,1,33,3
KNeighborsDist,-1.6916847366663268,mean_absolute_error,4.501378774642944,7.98618745803833,4.501378774642944,7.98618745803833,1,True,2,33,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,147.2712686061859,,0.1111452579498291,2,True,8,33,3
LightGBMXT_FULL,,mean_absolute_error,,147.16012334823608,,147.16012334823608,1,True,7,33,3
KNeighborsUnif_FULL,,mean_absolute_error,,8.163612842559814,,8.163612842559814,1,True,5,33,3
KNeighborsDist_FULL,,mean_absolute_error,,7.560000658035278,,7.560000658035278,1,True,6,33,3
LightGBMXT,-1.4081073726092392,mean_absolute_error,0.23868846893310547,246.60807061195374,0.23868846893310547,246.60807061195374,1,True,3,33,4
WeightedEnsemble_L2,-1.4081073726092392,mean_absolute_error,0.36855340003967285,247.11166286468506,0.12986493110656738,0.5035922527313232,2,True,4,33,4
KNeighborsUnif,-1.6546399997234345,mean_absolute_error,6.093182563781738,7.705624580383301,6.093182563781738,7.705624580383301,1,True,1,33,4
KNeighborsDist,-1.6602794527098537,mean_absolute_error,6.760050535202026,7.220392227172852,6.760050535202026,7.220392227172852,1,True,2,33,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,233.80072855949402,,0.5035922527313232,2,True,8,33,4
LightGBMXT_FULL,,mean_absolute_error,,233.2971363067627,,233.2971363067627,1,True,7,33,4
KNeighborsUnif_FULL,,mean_absolute_error,,4.716909170150757,,4.716909170150757,1,True,5,33,4
KNeighborsDist_FULL,,mean_absolute_error,,5.398815155029297,,5.398815155029297,1,True,6,33,4
WeightedEnsemble_L2,-1.426035219322164,mean_absolute_error,0.25229644775390625,272.8389172554016,0.04592609405517578,0.5512268543243408,2,True,5,33,5
LightGBMXT,-1.4262339886426576,mean_absolute_error,0.14800405502319336,187.96373438835144,0.14800405502319336,187.96373438835144,1,True,3,33,5
LightGBM,-1.4306987102687359,mean_absolute_error,0.05836629867553711,84.32395601272583,0.05836629867553711,84.32395601272583,1,True,4,33,5
KNeighborsUnif,-1.6488000004589558,mean_absolute_error,3.051273822784424,3.766528606414795,3.051273822784424,3.766528606414795,1,True,1,33,5
KNeighborsDist,-1.6509520285412669,mean_absolute_error,3.3523411750793457,3.1388487815856934,3.3523411750793457,3.1388487815856934,1,True,2,33,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,252.78381395339966,,0.5512268543243408,2,True,10,33,5
LightGBM_FULL,,mean_absolute_error,,71.4898190498352,,71.4898190498352,1,True,9,33,5
LightGBMXT_FULL,,mean_absolute_error,,180.7427680492401,,180.7427680492401,1,True,8,33,5
KNeighborsUnif_FULL,,mean_absolute_error,,2.952376127243042,,2.952376127243042,1,True,6,33,5
KNeighborsDist_FULL,,mean_absolute_error,,2.9755728244781494,,2.9755728244781494,1,True,7,33,5
LightGBMXT,-1.4086341930780792,mean_absolute_error,0.18334507942199707,264.5209918022156,0.18334507942199707,264.5209918022156,1,True,3,33,6
WeightedEnsemble_L2,-1.4086341930780792,mean_absolute_error,0.1840517520904541,265.00191378593445,0.0007066726684570312,0.48092198371887207,2,True,4,33,6
KNeighborsUnif,-1.6918400020122528,mean_absolute_error,3.826777935028076,5.017682313919067,3.826777935028076,5.017682313919067,1,True,1,33,6
KNeighborsDist,-1.7008334021539893,mean_absolute_error,3.8537309169769287,5.703403472900391,3.8537309169769287,5.703403472900391,1,True,2,33,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,295.9965863227844,,0.48092198371887207,2,True,8,33,6
LightGBMXT_FULL,,mean_absolute_error,,295.51566433906555,,295.51566433906555,1,True,7,33,6
KNeighborsUnif_FULL,,mean_absolute_error,,2.9784438610076904,,2.9784438610076904,1,True,5,33,6
KNeighborsDist_FULL,,mean_absolute_error,,3.358180522918701,,3.358180522918701,1,True,6,33,6
LightGBMXT,-1.2404725641122205,mean_absolute_error,0.614093542098999,198.80873680114746,0.614093542098999,198.80873680114746,1,True,3,34,1
WeightedEnsemble_L2,-1.2404725641122205,mean_absolute_error,0.624028205871582,202.41521501541138,0.009934663772583008,3.606478214263916,2,True,5,34,1
LightGBM,-1.372095220565796,mean_absolute_error,0.01936054229736328,49.585787296295166,0.01936054229736328,49.585787296295166,1,True,4,34,1
KNeighborsUnif,-1.5193600014030932,mean_absolute_error,2.5490057468414307,2.3598594665527344,2.5490057468414307,2.3598594665527344,1,True,1,34,1
KNeighborsDist,-1.5260124053415842,mean_absolute_error,12.74335527420044,14.47812557220459,12.74335527420044,14.47812557220459,1,True,2,34,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,212.3558647632599,,3.606478214263916,2,True,10,34,1
LightGBM_FULL,,mean_absolute_error,,92.67632555961609,,92.67632555961609,1,True,9,34,1
LightGBMXT_FULL,,mean_absolute_error,,208.74938654899597,,208.74938654899597,1,True,8,34,1
KNeighborsUnif_FULL,,mean_absolute_error,,14.026642799377441,,14.026642799377441,1,True,6,34,1
KNeighborsDist_FULL,,mean_absolute_error,,111.92024159431458,,111.92024159431458,1,True,7,34,1
WeightedEnsemble_L2,-1.4776478527784347,mean_absolute_error,8.334673166275024,181.64193272590637,0.0006909370422363281,2.148782730102539,2,True,4,34,2
LightGBMXT,-1.4853933213233947,mean_absolute_error,0.09029507637023926,143.1804485321045,0.09029507637023926,143.1804485321045,1,True,3,34,2
KNeighborsUnif,-1.6067200000464916,mean_absolute_error,8.243687152862549,36.31270146369934,8.243687152862549,36.31270146369934,1,True,1,34,2
KNeighborsDist,-1.6251327826047421,mean_absolute_error,11.338699579238892,19.72183632850647,11.338699579238892,19.72183632850647,1,True,2,34,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,140.09574127197266,,2.148782730102539,2,True,8,34,2
LightGBMXT_FULL,,mean_absolute_error,,85.27764320373535,,85.27764320373535,1,True,7,34,2
KNeighborsUnif_FULL,,mean_absolute_error,,52.669315338134766,,52.669315338134766,1,True,5,34,2
KNeighborsDist_FULL,,mean_absolute_error,,27.359984636306763,,27.359984636306763,1,True,6,34,2
LightGBMXT,-1.4156847917377948,mean_absolute_error,2.3768651485443115,129.98555636405945,2.3768651485443115,129.98555636405945,1,True,3,34,3
WeightedEnsemble_L2,-1.4156847917377948,mean_absolute_error,2.377533197402954,130.41751050949097,0.0006680488586425781,0.43195414543151855,2,True,4,34,3
KNeighborsUnif,-1.652720000165701,mean_absolute_error,9.885568141937256,52.19624924659729,9.885568141937256,52.19624924659729,1,True,1,34,3
KNeighborsDist,-1.6548817052468658,mean_absolute_error,20.31723141670227,9.500210285186768,20.31723141670227,9.500210285186768,1,True,2,34,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,117.31670618057251,,0.43195414543151855,2,True,8,34,3
LightGBMXT_FULL,,mean_absolute_error,,116.88475203514099,,116.88475203514099,1,True,7,34,3
KNeighborsUnif_FULL,,mean_absolute_error,,82.0895094871521,,82.0895094871521,1,True,5,34,3
KNeighborsDist_FULL,,mean_absolute_error,,10.165319204330444,,10.165319204330444,1,True,6,34,3
LightGBMXT,-1.4015098404675723,mean_absolute_error,0.4809861183166504,110.36074662208557,0.4809861183166504,110.36074662208557,1,True,3,34,4
WeightedEnsemble_L2,-1.4015098404675723,mean_absolute_error,0.7288458347320557,112.13962244987488,0.24785971641540527,1.7788758277893066,2,True,4,34,4
KNeighborsDist,-1.6488771871918813,mean_absolute_error,4.977684259414673,18.93064308166504,4.977684259414673,18.93064308166504,1,True,2,34,4
KNeighborsUnif,-1.649280001372099,mean_absolute_error,8.41198205947876,32.443663358688354,8.41198205947876,32.443663358688354,1,True,1,34,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,90.02612400054932,,1.7788758277893066,2,True,8,34,4
LightGBMXT_FULL,,mean_absolute_error,,88.24724817276001,,88.24724817276001,1,True,7,34,4
KNeighborsUnif_FULL,,mean_absolute_error,,7.688745498657227,,7.688745498657227,1,True,5,34,4
KNeighborsDist_FULL,,mean_absolute_error,,7.943445920944214,,7.943445920944214,1,True,6,34,4
WeightedEnsemble_L2,-1.4249931138031884,mean_absolute_error,14.652837038040161,212.5423367023468,0.000675201416015625,0.9854865074157715,2,True,4,34,5
LightGBMXT,-1.4252884378777526,mean_absolute_error,0.25744199752807617,201.67839646339417,0.25744199752807617,201.67839646339417,1,True,3,34,5
KNeighborsUnif,-1.624320001333952,mean_absolute_error,14.39471983909607,9.878453731536865,14.39471983909607,9.878453731536865,1,True,1,34,5
KNeighborsDist,-1.6473681040819734,mean_absolute_error,7.824304580688477,13.740379810333252,7.824304580688477,13.740379810333252,1,True,2,34,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,211.02036428451538,,0.9854865074157715,2,True,8,34,5
LightGBMXT_FULL,,mean_absolute_error,,202.16608262062073,,202.16608262062073,1,True,7,34,5
KNeighborsUnif_FULL,,mean_absolute_error,,7.868795156478882,,7.868795156478882,1,True,5,34,5
KNeighborsDist_FULL,,mean_absolute_error,,17.36820363998413,,17.36820363998413,1,True,6,34,5
LightGBMXT,-1.4119811192446154,mean_absolute_error,0.22239065170288086,238.30654764175415,0.22239065170288086,238.30654764175415,1,True,3,34,6
WeightedEnsemble_L2,-1.4119811192446154,mean_absolute_error,0.22324705123901367,238.95229721069336,0.0008563995361328125,0.645749568939209,2,True,4,34,6
KNeighborsUnif,-1.6918400020122528,mean_absolute_error,6.792606830596924,5.003334045410156,6.792606830596924,5.003334045410156,1,True,1,34,6
KNeighborsDist,-1.7008334021539893,mean_absolute_error,9.253337860107422,11.919818639755249,9.253337860107422,11.919818639755249,1,True,2,34,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,198.15610027313232,,0.645749568939209,2,True,8,34,6
LightGBMXT_FULL,,mean_absolute_error,,197.51035070419312,,197.51035070419312,1,True,7,34,6
KNeighborsUnif_FULL,,mean_absolute_error,,4.807993650436401,,4.807993650436401,1,True,5,34,6
KNeighborsDist_FULL,,mean_absolute_error,,6.89227294921875,,6.89227294921875,1,True,6,34,6
LightGBMXT,-1.3160253458477558,mean_absolute_error,0.507612943649292,129.79055452346802,0.507612943649292,129.79055452346802,1,True,3,35,1
WeightedEnsemble_L2,-1.3160253458477558,mean_absolute_error,0.5200822353363037,130.05553269386292,0.012469291687011719,0.26497817039489746,2,True,4,35,1
KNeighborsUnif,-1.6244800014972687,mean_absolute_error,12.581364631652832,15.754988193511963,12.581364631652832,15.754988193511963,1,True,1,35,1
KNeighborsDist,-1.6324167097151279,mean_absolute_error,40.559815645217896,16.565621614456177,40.559815645217896,16.565621614456177,1,True,2,35,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,98.52058482170105,,0.26497817039489746,2,True,8,35,1
LightGBMXT_FULL,,mean_absolute_error,,98.25560665130615,,98.25560665130615,1,True,7,35,1
KNeighborsUnif_FULL,,mean_absolute_error,,4.635044097900391,,4.635044097900391,1,True,5,35,1
KNeighborsDist_FULL,,mean_absolute_error,,4.503309965133667,,4.503309965133667,1,True,6,35,1
LightGBMXT,-1.4406423771857853,mean_absolute_error,0.52022385597229,248.69068121910095,0.52022385597229,248.69068121910095,1,True,3,35,2
WeightedEnsemble_L2,-1.4406423771857853,mean_absolute_error,0.5210468769073486,249.0799698829651,0.0008230209350585938,0.38928866386413574,2,True,4,35,2
KNeighborsUnif,-1.7277600006639957,mean_absolute_error,5.678199529647827,10.258542537689209,5.678199529647827,10.258542537689209,1,True,1,35,2
KNeighborsDist,-1.73599127714323,mean_absolute_error,3.0560100078582764,6.249874591827393,3.0560100078582764,6.249874591827393,1,True,2,35,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,140.31146502494812,,0.38928866386413574,2,True,8,35,2
LightGBMXT_FULL,,mean_absolute_error,,139.92217636108398,,139.92217636108398,1,True,7,35,2
KNeighborsUnif_FULL,,mean_absolute_error,,17.92006826400757,,17.92006826400757,1,True,5,35,2
KNeighborsDist_FULL,,mean_absolute_error,,27.021100282669067,,27.021100282669067,1,True,6,35,2
WeightedEnsemble_L2,-1.4538820819825866,mean_absolute_error,8.480688571929932,155.27603840827942,0.036238670349121094,0.423198938369751,2,True,5,35,3
LightGBMXT,-1.454329767902961,mean_absolute_error,0.19780516624450684,146.29486989974976,0.19780516624450684,146.29486989974976,1,True,3,35,3
LightGBM,-1.4646610752224922,mean_absolute_error,0.420851469039917,77.65557670593262,0.420851469039917,77.65557670593262,1,True,4,35,3
KNeighborsUnif,-1.665519999808073,mean_absolute_error,8.011831521987915,20.06857705116272,8.011831521987915,20.06857705116272,1,True,1,35,3
KNeighborsDist,-1.6705612124638631,mean_absolute_error,8.246644735336304,8.557969570159912,8.246644735336304,8.557969570159912,1,True,2,35,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,143.06518721580505,,0.423198938369751,2,True,10,35,3
LightGBM_FULL,,mean_absolute_error,,46.582117319107056,,46.582117319107056,1,True,9,35,3
LightGBMXT_FULL,,mean_absolute_error,,136.35124468803406,,136.35124468803406,1,True,8,35,3
KNeighborsUnif_FULL,,mean_absolute_error,,8.69545578956604,,8.69545578956604,1,True,6,35,3
KNeighborsDist_FULL,,mean_absolute_error,,6.290743589401245,,6.290743589401245,1,True,7,35,3
WeightedEnsemble_L2,-1.4714853583306073,mean_absolute_error,8.312143325805664,1946.4290747642517,0.004903078079223633,0.2681443691253662,2,True,6,35,4
LightGBM,-1.4733625043123961,mean_absolute_error,0.25267553329467773,39.25733160972595,0.25267553329467773,39.25733160972595,1,True,4,35,4
LightGBMXT,-1.4783880212351679,mean_absolute_error,0.21349120140075684,43.37040829658508,0.21349120140075684,43.37040829658508,1,True,3,35,4
RandomForestMSE,-1.501034665280208,mean_absolute_error,8.054564714431763,1906.9035987854004,8.054564714431763,1906.9035987854004,1,True,5,35,4
KNeighborsUnif,-1.695359999448061,mean_absolute_error,6.665291786193848,14.094334840774536,6.665291786193848,14.094334840774536,1,True,1,35,4
KNeighborsDist,-1.7011970578208566,mean_absolute_error,7.919053077697754,10.431647777557373,7.919053077697754,10.431647777557373,1,True,2,35,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,1444.5866622924805,,0.2681443691253662,2,True,12,35,4
RandomForestMSE_FULL,,mean_absolute_error,,1385.7532744407654,,1385.7532744407654,1,True,11,35,4
LightGBM_FULL,,mean_absolute_error,,58.56524348258972,,58.56524348258972,1,True,10,35,4
LightGBMXT_FULL,,mean_absolute_error,,91.2401180267334,,91.2401180267334,1,True,9,35,4
KNeighborsUnif_FULL,,mean_absolute_error,,3.5530433654785156,,3.5530433654785156,1,True,7,35,4
KNeighborsDist_FULL,,mean_absolute_error,,3.9642364978790283,,3.9642364978790283,1,True,8,35,4
WeightedEnsemble_L2,-1.4047793690615027,mean_absolute_error,3.579115867614746,1047.81582736969,0.0006058216094970703,0.4171884059906006,2,True,6,35,5
LightGBM,-1.4049654374884397,mean_absolute_error,0.09996485710144043,78.35026955604553,0.09996485710144043,78.35026955604553,1,True,4,35,5
LightGBMXT,-1.4252884378777526,mean_absolute_error,0.2381589412689209,95.93436670303345,0.2381589412689209,95.93436670303345,1,True,3,35,5
RandomForestMSE,-1.4435728886146098,mean_absolute_error,3.4785451889038086,969.0483694076538,3.4785451889038086,969.0483694076538,1,True,5,35,5
KNeighborsUnif,-1.624320001333952,mean_absolute_error,2.079221248626709,0.8094837665557861,2.079221248626709,0.8094837665557861,1,True,1,35,5
KNeighborsDist,-1.6473681040819734,mean_absolute_error,2.1277101039886475,0.7720746994018555,2.1277101039886475,0.7720746994018555,1,True,2,35,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,801.5529170036316,,0.4171884059906006,2,True,12,35,5
RandomForestMSE_FULL,,mean_absolute_error,,612.7387120723724,,612.7387120723724,1,True,11,35,5
LightGBM_FULL,,mean_absolute_error,,188.39701652526855,,188.39701652526855,1,True,10,35,5
LightGBMXT_FULL,,mean_absolute_error,,124.62930989265442,,124.62930989265442,1,True,9,35,5
KNeighborsUnif_FULL,,mean_absolute_error,,1.8948695659637451,,1.8948695659637451,1,True,7,35,5
KNeighborsDist_FULL,,mean_absolute_error,,2.150254726409912,,2.150254726409912,1,True,8,35,5
