Season,Player Name,GW,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,match_identifier
2021-22,Marc Guehi,24,0,0,0.0,90,DC,Norwich,Crystal Palace,1,1,2022-02-09,7603,2021,0,0.0,0,0,0,0.0,0.09609740227460861,0.09609740227460861,16609
2021-22,Marc Guehi,23,0,0,0.0,90,DC,Crystal Palace,Liverpool,1,3,2022-01-23,7603,2021,0,0.0,0,0,0,0.0,0.6416990160942078,0.6416990160942078,16599
2021-22,Marc Guehi,22,0,0,0.0,90,DC,Brighton,Crystal Palace,1,1,2022-01-14,7603,2021,0,0.0,0,0,0,0.0,0.49110499024391174,0.49110499024391174,16587
2021-22,Marc Guehi,21,0,0,0.0,90,DC,Crystal Palace,West Ham,2,3,2022-01-01,7603,2021,0,0.0,0,0,0,0.0,1.443179965019226,1.443179965019226,16579
2021-22,Marc Guehi,20,0,1,0.055688001215457916,90,DC,Crystal Palace,Norwich,3,0,2021-12-28,7603,2021,0,0.0,0,0,0,0.055688001215457916,0.0481100007891655,0.0481100007891655,16570
2021-22,Marc Guehi,17,0,0,0.0,90,DC,Crystal Palace,Southampton,2,2,2021-12-15,7603,2021,0,0.0,0,0,0,0.0,0.33243700861930847,0.33243700861930847,16542
2021-22,Marc Guehi,16,0,1,0.025072500109672546,90,DC,Crystal Palace,Everton,3,1,2021-12-12,7603,2021,0,0.0,0,0,0,0.025072500109672546,0.14437299966812134,0.14437299966812134,16531
2021-22,Marc Guehi,15,0,0,0.0,90,DC,Manchester United,Crystal Palace,1,0,2021-12-05,7603,2021,0,0.0,0,0,0,0.0,0.0,0.0,16519
2021-22,Marc Guehi,14,0,0,0.0,90,DC,Leeds,Crystal Palace,1,0,2021-11-30,7603,2021,0,0.0,0,0,0,0.0,0.0,0.0,16508
2021-22,Marc Guehi,13,1,2,0.5714349746704102,90,DC,Crystal Palace,Aston Villa,1,2,2021-11-27,7603,2021,0,0.0,0,0,1,0.5714349746704102,0.06296829879283905,0.06296829879283905,16501
