Season,Player Name,GW,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,match_identifier
2021-22,Kai Havertz,35,0,1,0.04629350081086159,90,FW,Everton,Chelsea,1,0,2022-05-01,5220,2021,0,0.0426752008497715,0,1,0,0.04629350081086159,0.12939000129699707,0.04042080044746399,16724
2021-22,Kai Havertz,34,0,5,1.3384000062942505,70,FW,Manchester United,Chelsea,1,1,2022-04-28,5220,2021,0,0.49250099062919617,1,4,0,1.3384000062942505,1.7877999544143677,0.03262430056929588,16742
2021-22,Kai Havertz,34,0,1,0.06216910108923912,79,FW,Chelsea,West Ham,1,0,2022-04-24,5220,2021,0,0.11534199863672256,0,2,0,0.06216910108923912,0.21827900409698486,0.10002700239419937,16711
2021-22,Kai Havertz,33,0,0,0.0,28,Sub,Chelsea,Arsenal,2,4,2022-04-20,5220,2021,0,0.0,0,0,0,0.0,0.07662440091371536,0.07662440091371536,16618
2021-22,Kai Havertz,32,1,2,0.6992250084877014,48,FW,Southampton,Chelsea,0,6,2022-04-09,5220,2021,0,0.12210399657487869,0,2,1,0.6992250084877014,1.3140699863433838,0.520442008972168,16687
2021-22,Kai Havertz,31,0,4,0.6789600253105164,90,FW,Chelsea,Brentford,1,4,2022-04-02,5220,2021,0,0.1641799956560135,0,2,0,0.6789600253105164,0.7919189929962158,0.03005330078303814,16683
2021-22,Kai Havertz,29,1,3,0.8679429888725281,90,FW,Chelsea,Newcastle United,1,0,2022-03-13,5220,2021,0,0.06527840346097946,0,1,1,0.8679429888725281,0.9332209825515747,0.0,16659
2021-22,Kai Havertz,28,1,4,0.3896760046482086,90,FW,Norwich,Chelsea,1,3,2022-03-10,5220,2021,0,0.2527649998664856,1,2,1,0.3896760046482086,0.8412929773330688,0.19885200262069702,16672
2021-22,Kai Havertz,28,2,2,1.3203799724578857,90,FW,Burnley,Chelsea,0,4,2022-03-05,5220,2021,0,0.0,0,0,2,1.3203799724578857,1.3203799724578857,0.0,16647
2021-22,Kai Havertz,26,0,1,0.0476623997092247,90,FWL,Crystal Palace,Chelsea,0,1,2022-02-19,5220,2021,0,0.020652199164032936,0,1,0,0.0476623997092247,0.1775140017271042,0.15686200559139252,16629
2021-22,Kai Havertz,22,0,0,0.0,9,Sub,Brighton,Chelsea,1,1,2022-01-18,5220,2021,0,0.0,0,0,0,0.0,0.0,0.0,16607
2021-22,Kai Havertz,21,0,1,0.07760430127382278,84,FW,Chelsea,Liverpool,2,2,2022-01-02,5220,2021,0,0.0,0,0,0,0.07760430127382278,0.447733998298645,0.3701300024986267,16578
2021-22,Kai Havertz,16,0,3,0.4919489920139313,90,FW,Chelsea,Leeds,3,2,2021-12-11,5220,2021,0,0.0,0,0,0,0.4919489920139313,0.43742701411247253,0.06451640278100967,16530
2021-22,Kai Havertz,15,0,2,0.18157100677490234,50,FW,West Ham,Chelsea,3,2,2021-12-04,5220,2021,0,0.0,0,0,0,0.18157100677490234,0.18157100677490234,0.0,16524
2021-22,Kai Havertz,14,0,1,0.06572730094194412,90,FW,Watford,Chelsea,1,2,2021-12-01,5220,2021,0,0.575875997543335,1,2,0,0.06572730094194412,0.6416029930114746,0.13156500458717346,16509
2021-22,Kai Havertz,12,0,1,0.04654020071029663,64,FW,Leicester,Chelsea,0,3,2021-11-20,5220,2021,0,0.0,0,0,0,0.04654020071029663,0.28220999240875244,0.23567000031471252,16488
2021-22,Kai Havertz,11,1,3,0.8841249942779541,90,FW,Chelsea,Burnley,1,1,2021-11-06,5220,2021,0,0.0,0,0,1,0.8841249942779541,1.6277199983596802,0.7435899972915649,16479
2021-22,Kai Havertz,10,0,4,0.4718230068683624,90,FW,Newcastle United,Chelsea,0,3,2021-10-30,5220,2021,0,0.5845130085945129,0,1,0,0.4718230068683624,1.1705600023269653,0.11422000080347061,16471
2021-22,Kai Havertz,9,0,2,0.17193999886512756,71,FW,Chelsea,Norwich,7,0,2021-10-23,5220,2021,0,0.0,0,0,0,0.17193999886512756,0.32214900851249695,0.15020999312400818,16459
2021-22,Kai Havertz,8,0,0,0.0,10,Sub,Brentford,Chelsea,0,1,2021-10-16,5220,2021,0,0.0,0,0,0,0.0,0.0,0.0,16448
2021-22,Kai Havertz,6,0,0,0.0,28,Sub,Chelsea,Manchester City,0,1,2021-09-25,5220,2021,0,0.0,0,0,0,0.0,0.047130901366472244,0.047130901366472244,16426
2021-22,Kai Havertz,5,0,3,0.20371399819850922,71,AMC,Tottenham,Chelsea,0,3,2021-09-19,5220,2021,0,0.0,0,0,0,0.20371399819850922,0.7702869772911072,0.6075559854507446,16425
2021-22,Kai Havertz,4,0,1,0.07713910192251205,66,AMC,Chelsea,Aston Villa,3,0,2021-09-11,5220,2021,0,0.05332170054316521,0,1,0,0.07713910192251205,0.13046100735664368,0.0,16413
2021-22,Kai Havertz,3,1,2,0.1230039969086647,52,AMC,Liverpool,Chelsea,1,1,2021-08-28,5220,2021,0,0.0,0,0,1,0.1230039969086647,0.10192099958658218,0.0,16402
2021-22,Kai Havertz,2,0,4,1.0676699876785278,90,AMC,Arsenal,Chelsea,0,2,2021-08-22,5220,2021,0,0.0,0,0,0,1.0676699876785278,1.784850001335144,0.8070189952850342,16394
2021-22,Kai Havertz,1,0,0,0.0,7,Sub,Chelsea,Crystal Palace,3,0,2021-08-14,5220,2021,0,0.0,0,0,0,0.0,0.0,0.0,16379
2021-22,Gabriel Jesus,38,0,3,0.7041090130805969,90,FW,Manchester City,Aston Villa,3,2,2022-05-22,5543,2021,0,0.15049199759960175,0,2,0,0.7041090130805969,1.3641599416732788,0.5095549821853638,16754
2021-22,Gabriel Jesus,37,0,4,0.22660699486732483,90,FW,West Ham,Manchester City,2,2,2022-05-15,5543,2021,0,0.1018029972910881,0,1,0,0.22660699486732483,0.3761720061302185,0.047762200236320496,16737
2021-22,Gabriel Jesus,36,0,0,0.0,66,FW,Manchester City,Newcastle United,5,0,2022-05-08,5543,2021,0,0.0,0,0,0,0.0,1.0679399967193604,1.0679399967193604,16727
2021-22,Gabriel Jesus,35,1,2,0.5835610032081604,90,FW,Leeds,Manchester City,0,4,2022-04-30,5543,2021,0,0.6599149703979492,0,5,1,0.5835610032081604,1.2715200185775757,0.028046300634741783,16723
2021-22,Gabriel Jesus,34,4,6,2.1588199138641357,90,AMR,Manchester City,Watford,5,1,2022-04-23,5543,2021,0,0.5777130126953125,1,3,3,1.3976500034332275,2.1805999279022217,0.23057399690151215,16707
2021-22,Gabriel Jesus,33,0,0,0.0,5,Sub,Manchester City,Brighton,3,0,2022-04-20,5543,2021,0,0.0,0,0,0,0.0,0.0,0.0,16670
2021-22,Gabriel Jesus,32,1,4,0.6605730056762695,85,FWR,Manchester City,Liverpool,2,2,2022-04-10,5543,2021,0,0.40620699524879456,0,1,1,0.6605730056762695,0.7086319923400879,0.21014299988746643,16690
2021-22,Gabriel Jesus,31,0,4,0.6785730123519897,25,Sub,Burnley,Manchester City,0,2,2022-04-02,5543,2021,0,0.0,0,0,0,0.6785730123519897,0.6785730123519897,0.0,16684
2021-22,Gabriel Jesus,27,0,0,0.0,11,Sub,Everton,Manchester City,0,1,2022-02-26,5543,2021,0,0.0,0,0,0,0.0,0.0,0.0,16641
2021-22,Gabriel Jesus,23,0,1,0.08978989720344543,28,Sub,Southampton,Manchester City,1,1,2022-01-22,5543,2021,0,0.0,0,0,0,0.08978989720344543,0.08978989720344543,0.0,16604
2021-22,Gabriel Jesus,22,0,0,0.0,1,Sub,Manchester City,Chelsea,1,0,2022-01-15,5543,2021,0,0.0,0,0,0,0.0,0.0,0.0,16590
2021-22,Gabriel Jesus,21,0,1,0.07286140322685242,65,FW,Arsenal,Manchester City,1,2,2022-01-01,5543,2021,0,0.021259399130940437,0,1,0,0.07286140322685242,0.021259399130940437,0.0,16576
2021-22,Gabriel Jesus,20,0,3,0.12193000316619873,90,FWR,Brentford,Manchester City,0,1,2021-12-29,5543,2021,0,0.0,0,0,0,0.12193000316619873,0.7911440134048462,0.6692140102386475,16567
2021-22,Gabriel Jesus,18,0,3,0.8354820013046265,90,FW,Newcastle United,Manchester City,0,4,2021-12-19,5543,2021,0,1.0969599485397339,1,3,0,0.8354820013046265,1.9324400424957275,0.0,16550
2021-22,Gabriel Jesus,16,0,3,0.2622930109500885,90,FW,Manchester City,Wolverhampton Wanderers,1,0,2021-12-11,5543,2021,0,0.03609529882669449,0,1,0,0.2622930109500885,0.5226150155067444,0.2603229880332947,16534
2021-22,Gabriel Jesus,15,0,0,0.0,13,Sub,Watford,Manchester City,1,3,2021-12-04,5543,2021,0,0.08541169762611389,0,1,0,0.0,0.089302197098732,0.089302197098732,16523
2021-22,Gabriel Jesus,14,0,6,0.3206149935722351,89,FW,Aston Villa,Manchester City,1,2,2021-12-01,5543,2021,0,0.3684209883213043,1,1,0,0.3206149935722351,0.7315369844436646,0.17082799971103668,16506
2021-22,Gabriel Jesus,13,0,4,0.6911680102348328,90,FWR,Manchester City,West Ham,2,1,2021-11-28,5543,2021,0,0.11818499863147736,0,2,0,0.6911680102348328,1.2550699710845947,0.445715993642807,16504
2021-22,Gabriel Jesus,11,0,1,0.1477690041065216,90,FWR,Manchester United,Manchester City,0,2,2021-11-06,5543,2021,0,0.1350100040435791,0,3,0,0.1477690041065216,1.3431700468063354,1.1721899509429932,16483
2021-22,Gabriel Jesus,10,0,4,0.31362101435661316,90,FWR,Manchester City,Crystal Palace,0,2,2021-10-30,5543,2021,0,0.03434339910745621,0,1,0,0.31362101435661316,0.15940700471401215,0.03206780180335045,16470
2021-22,Gabriel Jesus,9,0,3,0.30929499864578247,89,FWR,Brighton,Manchester City,1,4,2021-10-23,5543,2021,0,0.1943950057029724,1,2,0,0.30929499864578247,0.5986959934234619,0.09500730037689209,16458
2021-22,Gabriel Jesus,7,0,2,0.14560799300670624,90,FWR,Liverpool,Manchester City,2,2,2021-10-03,5543,2021,0,0.1854739934206009,1,3,0,0.14560799300670624,0.33108198642730713,0.060323700308799744,16441
2021-22,Gabriel Jesus,6,1,3,0.5235739946365356,90,FWR,Chelsea,Manchester City,0,1,2021-09-25,5543,2021,0,0.0,0,0,1,0.5235739946365356,0.8209050297737122,0.3500329852104187,16426
2021-22,Gabriel Jesus,5,0,3,0.13707399368286133,69,FWR,Manchester City,Southampton,0,0,2021-09-18,5543,2021,0,0.0,0,0,0,0.13707399368286133,0.10759399831295013,0.0,16421
2021-22,Gabriel Jesus,4,0,2,0.4116930067539215,86,FWR,Leicester,Manchester City,0,1,2021-09-11,5543,2021,0,0.0,0,0,0,0.4116930067539215,0.4116930067539215,0.0,16409
2021-22,Gabriel Jesus,3,1,1,0.6798269748687744,64,FWR,Manchester City,Arsenal,5,0,2021-08-28,5543,2021,0,0.3199099898338318,1,4,1,0.6798269748687744,1.2402900457382202,0.4124569892883301,16396
2021-22,Gabriel Jesus,2,0,1,0.07871849834918976,90,FWR,Manchester City,Norwich,5,0,2021-08-21,5543,2021,0,1.3193000555038452,2,3,0,0.07871849834918976,1.294819951057434,0.49567899107933044,16387
2021-22,Gabriel Jesus,1,0,0,0.0,19,Sub,Tottenham,Manchester City,1,0,2021-08-15,5543,2021,0,0.10275699943304062,0,1,0,0.0,0.10275699943304062,0.0,16385
2021-22,Leandro Trossard,37,0,1,0.036933500319719315,89,DML,Leeds,Brighton,1,1,2022-05-15,7698,2021,0,1.025230050086975,0,4,0,0.036933500319719315,1.1960400342941284,0.5144950151443481,16743
2021-22,Leandro Trossard,36,1,3,1.1562999486923218,85,DML,Brighton,Manchester United,4,0,2022-05-07,7698,2021,0,0.7682380080223083,2,4,1,1.1562999486923218,1.836400032043457,0.5226870179176331,16733
2021-22,Leandro Trossard,35,1,2,0.6408839821815491,90,DML,Wolverhampton Wanderers,Brighton,0,3,2022-04-30,7698,2021,0,0.25065499544143677,0,2,1,0.6408839821815491,1.0105600357055664,0.25805601477622986,16716
2021-22,Leandro Trossard,34,0,0,0.0,90,AMC,Brighton,Southampton,2,2,2022-04-24,7698,2021,0,0.8891720175743103,0,1,0,0.0,0.9045609831809998,0.01538890041410923,16713
2021-22,Leandro Trossard,33,1,2,0.36076799035072327,90,DML,Tottenham,Brighton,0,1,2022-04-16,7698,2021,0,0.04817890003323555,0,2,1,0.36076799035072327,0.4089469909667969,0.017471499741077423,16699
2021-22,Leandro Trossard,32,1,1,0.3528499901294708,90,DML,Arsenal,Brighton,1,2,2022-04-09,7698,2021,0,0.0,0,0,1,0.3528499901294708,0.40622198581695557,0.05337170138955116,16695
2021-22,Leandro Trossard,31,0,3,0.20977699756622314,90,MC,Brighton,Norwich,0,0,2022-04-02,7698,2021,0,0.14551599323749542,0,2,0,0.20977699756622314,0.5631279945373535,0.20783600211143494,16685
2021-22,Leandro Trossard,29,0,2,0.061330899596214294,90,AML,Brighton,Tottenham,0,2,2022-03-16,7698,2021,0,0.13197599351406097,0,1,0,0.061330899596214294,0.6521540284156799,0.4588469862937927,16528
2021-22,Leandro Trossard,29,0,2,0.3713589906692505,90,AML,Brighton,Liverpool,0,2,2022-03-12,7698,2021,0,0.01743669994175434,0,1,0,0.3713589906692505,0.4848020076751709,0.09600629657506943,16658
2021-22,Leandro Trossard,28,0,3,0.16847799718379974,90,FWL,Newcastle United,Brighton,2,1,2022-03-05,7698,2021,0,0.021870100870728493,0,1,0,0.16847799718379974,0.19034799933433533,0.0,16651
2021-22,Leandro Trossard,27,0,1,0.06094750016927719,90,FW,Brighton,Aston Villa,0,2,2022-02-26,7698,2021,0,0.0,0,0,0,0.06094750016927719,0.06094750016927719,0.0,16638
2021-22,Leandro Trossard,26,0,1,0.05793270096182823,32,Sub,Brighton,Burnley,0,3,2022-02-19,7698,2021,0,0.0,0,0,0,0.05793270096182823,0.05793270096182823,0.0,16628
2021-22,Leandro Trossard,25,0,0,0.0,60,FW,Manchester United,Brighton,2,0,2022-02-15,7698,2021,0,0.014276600442826748,0,1,0,0.0,0.336681991815567,0.32240599393844604,16549
2021-22,Leandro Trossard,23,0,3,0.40154099464416504,90,FW,Leicester,Brighton,1,1,2022-01-23,7698,2021,0,0.16881099343299866,0,3,0,0.40154099464416504,1.014680027961731,0.507453978061676,16602
2021-22,Leandro Trossard,22,0,0,0.0,27,Sub,Brighton,Chelsea,1,1,2022-01-18,7698,2021,0,0.0,0,0,0,0.0,0.029895199462771416,0.029895199462771416,16607
2021-22,Leandro Trossard,22,0,5,0.4325999915599823,90,FW,Brighton,Crystal Palace,1,1,2022-01-14,7698,2021,0,0.0,0,0,0,0.4325999915599823,1.093809962272644,0.6612120270729065,16587
2021-22,Leandro Trossard,21,0,1,0.02465279959142208,84,FW,Everton,Brighton,2,3,2022-01-02,7698,2021,0,0.05588870123028755,0,1,0,0.02465279959142208,0.6458879709243774,0.5653470158576965,16580
2021-22,Leandro Trossard,19,1,2,0.3428950011730194,50,FW,Brighton,Brentford,2,0,2021-12-26,7698,2021,0,0.0,0,0,1,0.3428950011730194,0.42601901292800903,0.14445999264717102,16557
2021-22,Leandro Trossard,17,0,2,0.11322999745607376,90,FWL,Brighton,Wolverhampton Wanderers,0,1,2021-12-15,7698,2021,0,0.02015490084886551,0,1,0,0.11322999745607376,0.02015490084886551,0.02015490084886551,16538
2021-22,Leandro Trossard,15,0,1,0.02419769950211048,90,FW,Southampton,Brighton,1,1,2021-12-04,7698,2021,0,0.06411030143499374,0,1,0,0.02419769950211048,0.12480100244283676,0.03649289906024933,16521
2021-22,Leandro Trossard,14,0,1,0.04729029908776283,90,AML,West Ham,Brighton,1,1,2021-12-01,7698,2021,0,0.08473140001296997,0,1,0,0.04729029908776283,0.11342799663543701,0.028696900233626366,16510
2021-22,Leandro Trossard,13,0,4,0.23556900024414062,90,FW,Brighton,Leeds,0,0,2021-11-27,7698,2021,0,0.10025700181722641,0,2,0,0.23556900024414062,0.5853850245475769,0.24955900013446808,16498
2021-22,Leandro Trossard,12,0,2,0.15494999289512634,90,FW,Aston Villa,Brighton,2,0,2021-11-20,7698,2021,0,0.39165300130844116,0,2,0,0.15494999289512634,0.20022700726985931,0.04527740180492401,16486
2021-22,Leandro Trossard,11,1,5,0.9400849938392639,90,FW,Brighton,Newcastle United,1,1,2021-11-06,7698,2021,0,0.17836399376392365,0,3,0,0.17891600728034973,0.33918601274490356,0.0,16478
2021-22,Leandro Trossard,10,1,2,0.5377330183982849,90,FW,Liverpool,Brighton,2,2,2021-10-30,7698,2021,0,0.3054350018501282,0,2,1,0.5377330183982849,1.3610199689865112,0.5178560018539429,16469
2021-22,Leandro Trossard,9,0,3,0.1624639928340912,90,FW,Brighton,Manchester City,1,4,2021-10-23,7698,2021,0,0.13325899839401245,0,2,0,0.1624639928340912,0.3301360011100769,0.03441309928894043,16458
2021-22,Leandro Trossard,8,0,3,0.1908469945192337,90,FW,Norwich,Brighton,0,0,2021-10-16,7698,2021,0,0.0,0,0,0,0.1908469945192337,0.3516719937324524,0.1608249992132187,16453
2021-22,Leandro Trossard,7,0,6,0.25668901205062866,90,FW,Brighton,Arsenal,0,0,2021-10-02,7698,2021,0,0.13231100142002106,0,3,0,0.25668901205062866,0.4857960045337677,0.1940470039844513,16436
2021-22,Leandro Trossard,6,0,1,0.08911959826946259,90,FWR,Crystal Palace,Brighton,1,1,2021-09-27,7698,2021,0,0.0,0,0,0,0.08911959826946259,0.08911959826946259,0.0,16435
2021-22,Leandro Trossard,5,0,2,0.06245280057191849,90,AMC,Brighton,Leicester,2,1,2021-09-19,7698,2021,0,0.14113199710845947,1,4,0,0.06245280057191849,0.03743010014295578,0.017680900171399117,16423
2021-22,Leandro Trossard,4,1,1,0.09333089739084244,90,AMC,Brentford,Brighton,0,1,2021-09-11,7698,2021,0,0.16783499717712402,0,2,1,0.09333089739084244,0.28790199756622314,0.026735899969935417,16408
2021-22,Leandro Trossard,3,0,5,0.24131600558757782,90,AMC,Brighton,Everton,0,2,2021-08-28,7698,2021,0,0.02142450027167797,0,1,0,0.24131600558757782,0.36073899269104004,0.15025800466537476,16400
2021-22,Leandro Trossard,2,0,2,0.0567236989736557,74,AMC,Brighton,Watford,2,0,2021-08-21,7698,2021,0,0.0,0,0,0,0.0567236989736557,0.0567236989736557,0.0,16391
2021-22,Leandro Trossard,1,0,1,0.07632420212030411,79,ML,Burnley,Brighton,1,2,2021-08-14,7698,2021,0,0.0,0,0,0,0.07632420212030411,0.07632420212030411,0.0,16378
2021-22,Jack Harrison,38,1,3,0.10451900213956833,90,ML,Brentford,Leeds,1,2,2022-05-22,8720,2021,0,0.0,0,0,1,0.10451900213956833,0.16862300038337708,0.10683300346136093,16747
2021-22,Jack Harrison,37,0,4,0.22055499255657196,90,MC,Leeds,Brighton,1,1,2022-05-15,8720,2021,0,0.043390098959207535,0,1,0,0.22055499255657196,0.30008500814437866,0.17729300260543823,16743
2021-22,Jack Harrison,36,0,0,0.0,36,AML,Leeds,Chelsea,0,3,2022-05-11,8720,2021,0,0.0,0,0,0,0.0,0.0,0.0,16703
2021-22,Jack Harrison,36,0,0,0.0,90,AML,Arsenal,Leeds,2,1,2022-05-08,8720,2021,0,0.0,0,0,0,0.0,0.0,0.0,16735
2021-22,Jack Harrison,35,0,0,0.0,90,ML,Leeds,Manchester City,0,4,2022-04-30,8720,2021,0,0.0,0,0,0,0.0,0.0,0.0,16723
2021-22,Jack Harrison,34,0,2,0.08797679841518402,90,AML,Crystal Palace,Leeds,0,0,2022-04-25,8720,2021,0,0.08772759884595871,0,2,0,0.08797679841518402,0.08797679841518402,0.0,16710
2021-22,Jack Harrison,32,1,1,0.056379999965429306,90,AML,Watford,Leeds,0,3,2022-04-09,8720,2021,0,0.0,0,0,1,0.056379999965429306,0.09120679646730423,0.03482680022716522,16686
2021-22,Jack Harrison,31,1,2,0.6224619746208191,90,AML,Leeds,Southampton,1,1,2022-04-02,8720,2021,0,0.41820499300956726,0,2,1,0.6224619746208191,0.8158559799194336,0.09961389750242233,16681
2021-22,Jack Harrison,30,1,2,0.5540410280227661,90,AML,Wolverhampton Wanderers,Leeds,2,3,2022-03-18,8720,2021,0,0.6615030169487,0,2,1,0.5540410280227661,1.7829899787902832,1.249650001525879,16675
2021-22,Jack Harrison,29,0,2,0.12169899791479111,42,Sub,Leeds,Norwich,2,1,2022-03-13,8720,2021,0,0.0,0,0,0,0.12169899791479111,0.12169899791479111,0.0,16662
2021-22,Jack Harrison,28,0,0,0.0,59,AML,Leeds,Aston Villa,0,3,2022-03-10,8720,2021,0,0.01685970090329647,0,1,0,0.0,0.01685970090329647,0.0,16572
2021-22,Jack Harrison,28,0,2,0.14827600121498108,77,AML,Leicester,Leeds,1,0,2022-03-05,8720,2021,0,0.29275399446487427,0,5,0,0.14827600121498108,0.9477149844169617,0.6516370177268982,16648
2021-22,Jack Harrison,27,0,1,0.04042449966073036,47,ML,Leeds,Tottenham,0,4,2022-02-26,8720,2021,0,0.0,0,0,0,0.04042449966073036,0.022156400606036186,0.022156400606036186,16642
2021-22,Jack Harrison,26,0,0,0.0,90,ML,Liverpool,Leeds,6,0,2022-02-23,8720,2021,0,0.0,0,0,0,0.0,0.019051099196076393,0.019051099196076393,16559
2021-22,Jack Harrison,26,0,1,0.0937580019235611,52,AML,Leeds,Manchester United,2,4,2022-02-20,8720,2021,0,0.0,0,0,0,0.0937580019235611,0.13015000522136688,0.036391500383615494,16630
2021-22,Jack Harrison,25,0,1,0.020752500742673874,90,ML,Everton,Leeds,3,0,2022-02-12,8720,2021,0,0.10875199735164642,0,3,0,0.020752500742673874,0.1488420069217682,0.04450570046901703,16619
2021-22,Jack Harrison,24,0,0,0.0,90,AML,Aston Villa,Leeds,3,3,2022-02-09,8720,2021,0,0.06449019908905029,0,2,0,0.0,0.14372499287128448,0.12663699686527252,16606
2021-22,Jack Harrison,23,0,1,0.041093599051237106,90,AML,Leeds,Newcastle United,0,1,2022-01-22,8720,2021,0,0.09233059734106064,0,2,0,0.041093599051237106,0.11144500225782394,0.0,16601
2021-22,Jack Harrison,22,3,4,1.3110100030899048,90,AML,West Ham,Leeds,2,3,2022-01-16,8720,2021,0,0.12251900136470795,0,2,3,1.3110100030899048,0.5367439985275269,0.04420899972319603,16594
2021-22,Jack Harrison,21,1,3,0.16790099442005157,64,FWL,Leeds,Burnley,3,1,2022-01-02,8720,2021,0,0.030475199222564697,0,1,1,0.16790099442005157,0.31314200162887573,0.11476600170135498,16581
2021-22,Jack Harrison,18,0,0,0.0,30,AML,Leeds,Arsenal,1,4,2021-12-18,8720,2021,0,0.0,0,0,0,0.0,0.11420399695634842,0.11420399695634842,16548
2021-22,Jack Harrison,17,0,2,0.12188199907541275,90,AML,Manchester City,Leeds,7,0,2021-12-14,8720,2021,0,0.0135580999776721,0,1,0,0.12188199907541275,0.13544000685214996,0.0135580999776721,16545
2021-22,Jack Harrison,16,0,2,0.0707027018070221,90,MC,Chelsea,Leeds,3,2,2021-12-11,8720,2021,0,0.0,0,0,0,0.0707027018070221,0.6310870051383972,0.56038498878479,16530
2021-22,Jack Harrison,15,0,0,0.0,76,Sub,Leeds,Brentford,2,2,2021-12-05,8720,2021,0,0.015293300151824951,0,1,0,0.0,0.16348299384117126,0.14819000661373138,16518
2021-22,Jack Harrison,13,0,1,0.05575479939579964,65,AML,Brighton,Leeds,0,0,2021-11-27,8720,2021,0,0.012604099698364735,0,1,0,0.05575479939579964,0.08960829675197601,0.021249400451779366,16498
2021-22,Jack Harrison,12,0,0,0.0,90,ML,Tottenham,Leeds,2,1,2021-11-21,8720,2021,0,0.7460539937019348,1,2,0,0.0,0.7651709914207458,0.019117599353194237,16493
2021-22,Jack Harrison,11,0,2,0.9533140063285828,85,ML,Leeds,Leicester,1,1,2021-11-07,8720,2021,0,0.02233639918267727,0,1,0,0.9533140063285828,0.05105080083012581,0.0,16482
2021-22,Jack Harrison,10,0,1,0.07312549650669098,90,FW,Norwich,Leeds,1,2,2021-10-31,8720,2021,0,0.14509700238704681,0,2,0,0.07312549650669098,0.7850199937820435,0.5667979717254639,16472
2021-22,Jack Harrison,9,0,1,0.036577798426151276,47,ML,Leeds,Wolverhampton Wanderers,1,1,2021-10-23,8720,2021,0,0.019088199362158775,0,1,0,0.036577798426151276,0.0556659996509552,0.0,16462
2021-22,Jack Harrison,8,0,1,0.08982100337743759,90,FWR,Southampton,Leeds,1,0,2021-10-16,8720,2021,0,0.0,0,0,0,0.08982100337743759,0.08982100337743759,0.08982100337743759,16454
2021-22,Jack Harrison,6,0,1,0.10165700316429138,40,Sub,Leeds,West Ham,1,2,2021-09-25,8720,2021,0,0.0,0,0,0,0.10165700316429138,0.10165700316429138,0.0,16429
2021-22,Jack Harrison,4,0,0,0.0,70,ML,Leeds,Liverpool,0,3,2021-09-12,8720,2021,0,0.19484399259090424,0,3,0,0.0,0.11783300340175629,0.02605219930410385,16414
2021-22,Jack Harrison,3,0,1,0.027924999594688416,90,AML,Burnley,Leeds,1,1,2021-08-29,8720,2021,0,0.12657299637794495,0,4,0,0.027924999594688416,0.1466210037469864,0.11270999908447266,16403
2021-22,Jack Harrison,2,0,1,0.015256799757480621,90,AML,Leeds,Everton,2,2,2021-08-21,8720,2021,0,0.15599699318408966,0,1,0,0.015256799757480621,0.1712539941072464,0.0,16390
2021-22,Jack Harrison,1,0,1,0.01783050037920475,70,ML,Manchester United,Leeds,5,1,2021-08-14,8720,2021,0,0.05851859971880913,0,2,0,0.01783050037920475,0.03975759819149971,0.022880399599671364,16377
2021-22,Conor Gallagher,38,0,1,0.050984300673007965,90,AMC,Crystal Palace,Manchester United,1,0,2022-05-22,9040,2021,0,0.019936999306082726,0,1,0,0.050984300673007965,0.050984300673007965,0.0,16751
2021-22,Conor Gallagher,37,0,0,0.0,12,Sub,Everton,Crystal Palace,3,2,2022-05-19,9040,2021,0,0.0,0,0,0,0.0,0.0,0.0,16704
2021-22,Conor Gallagher,37,0,3,0.08729380369186401,90,MC,Aston Villa,Crystal Palace,1,1,2022-05-15,9040,2021,0,0.0,0,0,0,0.08729380369186401,0.12195999920368195,0.08263610303401947,16745
2021-22,Conor Gallagher,36,0,1,0.020995499566197395,67,MC,Crystal Palace,Watford,1,0,2022-05-07,9040,2021,0,0.0,0,0,0,0.020995499566197395,0.48021200299263,0.45921599864959717,16730
2021-22,Conor Gallagher,35,0,2,0.10793299973011017,90,MC,Southampton,Crystal Palace,1,2,2022-04-30,9040,2021,0,0.14198899269104004,0,2,0,0.10793299973011017,0.23111599683761597,0.0,16720
2021-22,Conor Gallagher,34,0,3,0.24743099510669708,90,MC,Crystal Palace,Leeds,0,0,2022-04-25,9040,2021,0,0.0,0,0,0,0.24743099510669708,0.35354501008987427,0.1431419998407364,16710
2021-22,Conor Gallagher,33,0,0,0.0,62,AMC,Newcastle United,Crystal Palace,1,0,2022-04-20,9040,2021,0,0.0,0,0,0,0.0,0.0,0.0,16671
2021-22,Conor Gallagher,32,0,0,0.0,60,AMC,Leicester,Crystal Palace,2,1,2022-04-10,9040,2021,0,0.09312620013952255,0,1,0,0.0,0.0,0.0,16691
2021-22,Conor Gallagher,31,0,0,0.0,90,MC,Crystal Palace,Arsenal,3,0,2022-04-04,9040,2021,0,0.0,0,0,0,0.0,0.0,0.0,16682
2021-22,Conor Gallagher,29,0,1,0.04613859951496124,90,AMC,Crystal Palace,Manchester City,0,0,2022-03-14,9040,2021,0,0.0,0,0,0,0.04613859951496124,0.04613859951496124,0.0,16660
2021-22,Conor Gallagher,28,0,2,0.10590899735689163,90,MC,Wolverhampton Wanderers,Crystal Palace,0,2,2022-03-05,9040,2021,0,0.0,0,0,0,0.10590899735689163,0.34812799096107483,0.24221999943256378,16655
